cliente_id,eta,anni_fedelta,distanza_pdv_km,formato_pdv,canale,uso_app,n_visite_mese,scontrino_medio,spesa_media_mensile,n_categorie,recency_giorni,pct_promozioni,reclami_12m,quota_freschi,quota_mdd,sensibilita_volantino,reparto_preferito,idx_zona_meteo,giorno_iscrizione_carta,punteggio_sondaggio,churn,spesa_prevista_12m
CN005038,47,10,5.2,Conad Superstore,misto,1,6,23.68,143.88,4,1,0.237,0,0.795,0.118,0.309,ortofrutta,13.3,25,9,0,4362.02
CN005039,44,8,6.8,Conad,negozio,1,6,8.74,59.28,6,3,0.191,0,0.414,0.321,0.35,cura_casa,6.4,12,2,1,2660.27
CN005040,56,6,6.2,Conad,negozio,0,3,17.59,49.0,1,8,0.591,0,0.459,0.663,0.865,dispensa,18.4,6,0,0,1176.63
CN005041,41,4,3.2,Conad,online,1,5,28.08,148.87,2,6,0.807,0,0.61,0.76,0.928,dispensa,4.4,18,8,0,2828.99
CN005042,37,0,1.6,Conad,negozio,0,2,11.0,25.03,1,29,0.611,0,0.607,0.58,0.847,dispensa,10.3,15,5,0,533.91
CN005043,38,0,5.3,Conad,negozio,0,2,33.15,72.13,4,50,0.76,0,0.553,0.737,0.877,dispensa,17.4,2,0,1,476.11
CN005044,38,3,0.7,Conad Superstore,negozio,0,3,17.3,56.73,1,25,0.246,0,0.49,0.286,0.327,ortofrutta,17.0,17,8,0,920.66
CN005045,31,3,0.8,Conad,negozio,1,4,18.2,68.01,1,7,0.072,1,0.549,0.216,0.183,ortofrutta,15.8,17,2,0,858.92
CN005046,29,6,0.5,Conad,online,1,14,47.02,668.22,11,6,0.328,0,0.586,0.456,0.444,cura_persona,8.2,22,1,0,15402.89
CN005047,63,4,0.5,Conad Superstore,negozio,0,4,46.62,156.72,7,12,0.55,1,0.634,0.545,0.813,ortofrutta,16.4,6,8,0,3798.65
CN005048,58,8,0.3,Conad,misto,0,3,13.12,37.46,4,16,0.067,0,0.532,0.112,0.113,cura_persona,20.1,11,3,0,1310.45
CN005049,36,0,1.9,Conad,negozio,0,4,30.42,123.21,1,9,0.22,0,0.425,0.319,0.26,bio_benessere,15.4,4,4,1,1350.63
CN005050,61,7,2.5,Conad,negozio,0,5,31.42,163.97,7,14,0.253,1,0.692,0.212,0.281,ortofrutta,5.3,1,10,1,3168.6
CN005051,53,7,1.5,Conad Superstore,negozio,0,2,40.15,85.99,1,7,0.423,0,0.675,0.316,0.644,ortofrutta,18.9,2,3,0,1743.49
CN005052,43,2,2.0,Conad Superstore,negozio,1,2,34.48,71.85,2,26,0.463,0,0.785,0.3,0.573,bio_benessere,17.4,17,9,0,1110.51
CN005053,30,1,5.3,Conad City,misto,0,6,35.77,213.28,3,6,0.254,0,0.681,0.276,0.305,cura_persona,16.2,17,1,1,2171.83
CN005054,53,6,0.3,Conad City,negozio,1,4,14.39,50.17,1,4,0.411,0,0.38,0.429,0.581,cura_persona,8.9,3,10,0,1147.52
CN005055,76,11,4.3,Conad City,negozio,0,3,20.43,60.47,3,30,0.22,1,0.426,0.295,0.129,dispensa,16.0,22,4,0,927.1
CN005056,48,5,1.8,Conad City,misto,1,3,27.56,82.6,4,5,0.246,1,0.494,0.224,0.42,gastronomia,17.7,8,5,1,2300.41
CN005057,63,11,14.3,Conad City,negozio,1,4,27.02,85.76,1,4,0.182,1,0.647,0.168,0.12,bio_benessere,18.3,24,6,0,1609.88
CN005058,45,7,3.0,Conad Superstore,misto,1,11,39.61,514.53,4,9,0.382,0,0.612,0.424,0.396,macelleria,12.8,3,6,0,7440.58
CN005059,62,3,1.8,Conad,negozio,0,2,29.41,69.07,3,24,0.18,0,0.647,0.318,0.279,pescheria,17.2,27,0,1,1033.96
CN005060,46,7,20.0,Conad,negozio,0,3,29.03,85.66,1,7,0.568,0,0.658,0.594,0.728,bio_benessere,15.1,23,8,1,1034.77
CN005061,18,1,0.2,Conad Superstore,negozio,0,1,26.17,27.11,1,33,0.398,0,0.531,0.433,0.509,gastronomia,15.3,22,5,1,465.72
CN005062,37,5,2.3,Conad Superstore,negozio,1,7,46.5,352.47,4,8,0.311,0,0.801,0.416,0.391,ortofrutta,19.3,17,4,0,4956.05
CN005063,50,4,4.0,Conad,negozio,0,2,18.41,41.45,4,22,0.647,0,0.489,0.733,0.91,cura_casa,13.8,20,1,1,1024.97
CN005064,64,7,4.3,Conad City,misto,1,4,19.71,97.23,4,5,0.512,0,0.547,0.549,0.646,cura_persona,9.6,8,8,0,2329.38
CN005065,46,3,3.5,Conad,negozio,1,6,25.66,180.22,2,8,0.318,0,0.601,0.345,0.35,cura_persona,9.6,20,3,0,1904.84
CN005066,48,7,6.2,Conad Superstore,misto,1,5,48.89,254.51,3,6,0.217,0,0.689,0.261,0.282,gastronomia,11.9,1,8,0,2974.04
CN005067,39,4,3.0,Conad Superstore,misto,1,5,18.24,89.13,2,10,0.155,0,0.51,0.206,0.103,gastronomia,15.0,26,3,0,1658.67
CN005068,71,9,14.8,Conad,negozio,0,1,39.35,44.0,1,28,0.329,0,0.819,0.399,0.474,gastronomia,16.9,20,6,0,719.89
CN005069,71,2,6.7,Conad Superstore,negozio,1,2,27.02,55.73,4,16,0.293,1,0.639,0.419,0.603,surgelati,18.0,5,7,0,1362.88
CN005070,38,8,3.5,Conad,negozio,1,10,43.58,431.84,8,6,0.043,0,0.676,0.025,0.124,bio_benessere,11.0,13,7,0,11628.65
CN005071,25,0,0.2,Conad Superstore,misto,1,3,25.02,59.93,5,17,0.087,0,0.629,0.156,0.072,ortofrutta,7.2,16,1,0,1987.28
CN005072,21,0,1.9,Conad Superstore,negozio,0,5,32.16,144.8,3,33,0.255,0,0.656,0.182,0.359,surgelati,9.7,6,0,1,1481.07
CN005073,57,12,0.9,Conad City,online,1,10,44.25,525.1,11,5,0.156,1,0.624,0.199,0.186,pescheria,11.6,23,6,0,11664.98
CN005074,50,4,4.1,Conad City,negozio,0,6,18.99,118.15,9,14,0.258,1,0.576,0.428,0.435,surgelati,27.3,27,6,1,3560.68
CN005075,36,3,3.1,Conad,online,1,7,36.89,254.72,9,4,0.366,0,0.802,0.453,0.543,ortofrutta,25.6,11,2,0,5514.76
CN005076,52,6,2.9,Conad,negozio,0,6,35.32,198.47,1,7,0.344,0,0.502,0.458,0.548,cura_casa,19.0,26,4,0,2235.04
CN005077,30,2,2.9,Conad Superstore,misto,1,6,37.94,231.18,5,4,0.499,1,0.625,0.476,0.58,macelleria,18.0,8,5,0,3444.98
CN005078,60,10,2.4,Conad,online,1,9,22.8,196.12,5,9,0.184,1,0.613,0.231,0.161,macelleria,16.7,5,8,0,4218.45
CN005079,42,4,13.1,Conad Superstore,negozio,0,1,37.55,40.58,3,18,0.368,0,0.699,0.465,0.408,macelleria,13.2,20,5,1,877.21
CN005080,32,0,0.4,Conad City,online,0,4,6.25,23.14,1,46,0.21,0,0.489,0.298,0.212,pescheria,21.7,5,9,0,358.04
CN005081,42,3,4.4,Conad Superstore,negozio,1,6,19.06,108.73,4,34,0.454,0,0.483,0.481,0.663,cura_persona,17.2,6,1,1,1176.62
CN005082,42,0,10.2,Conad,online,0,1,16.96,14.46,2,57,0.377,0,0.483,0.511,0.511,bio_benessere,20.1,27,2,1,228.11
CN005083,53,10,3.4,Conad City,misto,1,5,28.37,133.45,3,12,0.141,0,0.525,0.03,0.25,cura_persona,7.3,22,1,0,2575.83
CN005084,65,5,3.4,Conad City,misto,1,1,15.12,14.28,1,41,0.362,0,0.513,0.32,0.448,cura_persona,11.0,23,0,1,610.63
CN005085,65,7,1.3,Conad City,negozio,0,4,17.24,65.8,5,12,0.335,0,0.571,0.484,0.595,pescheria,3.0,11,2,0,2300.22
CN005086,50,7,2.2,Conad,negozio,0,8,34.37,305.35,3,7,0.462,0,0.781,0.51,0.654,bio_benessere,22.2,28,7,0,4417.66
CN005087,45,6,1.4,Conad Superstore,negozio,1,6,27.67,155.82,1,9,0.488,0,0.492,0.551,0.651,cura_casa,18.7,10,0,0,1686.03
CN005088,39,3,4.9,Conad Superstore,online,1,2,20.42,47.56,4,13,0.302,0,0.58,0.279,0.322,surgelati,13.8,25,8,0,1362.26
CN005089,21,0,8.0,Conad,negozio,1,3,8.23,25.63,1,31,0.456,1,0.373,0.56,0.715,cura_casa,21.6,22,7,0,366.57
CN005090,48,5,4.8,Conad,misto,0,2,42.39,88.31,7,12,0.456,0,0.858,0.555,0.665,dispensa,13.7,12,6,0,2429.37
CN005091,35,1,6.1,Conad Superstore,misto,1,3,39.57,112.83,2,6,0.235,2,0.666,0.26,0.278,ortofrutta,23.6,17,10,1,1408.14
CN005092,66,6,1.7,Conad,negozio,0,5,29.79,144.94,2,8,0.138,1,0.633,0.142,0.329,surgelati,19.7,27,5,1,1384.54
CN005093,45,0,3.8,Conad,negozio,1,3,8.83,28.32,4,32,0.306,0,0.497,0.24,0.391,gastronomia,15.6,1,10,1,964.1
CN005094,59,4,1.7,Conad City,negozio,0,3,15.44,43.13,5,71,0.248,0,0.501,0.132,0.197,surgelati,15.6,6,7,1,495.41
CN005095,41,2,5.4,Conad City,negozio,0,2,18.72,45.16,4,14,0.451,0,0.507,0.392,0.583,pescheria,12.8,17,7,0,1225.2
CN005096,38,0,4.1,Conad City,negozio,1,3,21.21,64.11,1,23,0.574,0,0.572,0.632,0.833,dispensa,19.4,17,7,0,762.92
CN005097,57,4,0.4,Conad Superstore,negozio,1,3,45.57,140.92,5,19,0.634,0,0.832,0.693,0.84,ortofrutta,14.2,8,0,0,3163.27
CN005098,52,5,0.6,Conad,negozio,1,3,55.37,162.06,12,45,0.199,0,0.83,0.199,0.124,bio_benessere,17.5,13,9,0,4468.72
CN005099,53,4,26.3,Conad Superstore,negozio,0,4,24.22,104.21,6,57,0.485,1,0.654,0.633,0.775,cura_casa,10.2,16,8,1,771.21
CN005100,47,3,2.6,Conad,negozio,1,4,18.08,83.22,3,15,0.331,0,0.497,0.385,0.458,dispensa,21.4,12,0,0,1514.57
CN005101,60,9,0.3,Conad City,negozio,0,2,9.86,22.25,5,6,0.05,0,0.603,0.12,0.09,cura_persona,21.4,17,7,0,1538.46
CN005102,58,14,7.8,Conad City,misto,1,7,41.27,282.67,5,2,0.374,0,0.642,0.394,0.446,bio_benessere,11.2,5,5,0,5200.67
CN005103,18,2,4.4,Conad,misto,1,7,35.33,281.54,7,9,0.315,0,0.611,0.262,0.424,dispensa,22.1,3,4,0,4670.87
CN005104,44,3,2.6,Conad Superstore,misto,1,10,36.8,332.04,9,7,0.589,0,0.703,0.677,0.782,pescheria,8.5,21,7,0,6700.59
CN005105,63,5,0.8,Conad City,negozio,1,2,20.07,37.92,5,30,0.166,0,0.637,0.187,0.225,cura_casa,9.3,20,10,1,1265.8
CN005106,33,0,5.1,Conad Superstore,negozio,0,2,16.82,35.87,4,67,0.534,0,0.496,0.495,0.648,surgelati,16.0,3,8,1,369.81
CN005107,23,0,0.2,Conad City,negozio,0,4,31.18,149.2,1,18,0.213,0,0.487,0.458,0.375,pescheria,13.7,3,4,1,1264.32
CN005108,46,3,2.3,Conad City,negozio,1,2,21.17,39.5,2,3,0.161,0,0.586,0.19,0.217,cura_casa,18.6,17,7,0,1200.45
CN005109,56,9,10.9,Conad City,negozio,0,5,27.04,129.04,1,4,0.304,0,0.579,0.308,0.365,cura_persona,15.2,24,4,0,1673.45
CN005110,41,6,8.5,Conad City,misto,0,7,28.98,198.26,8,3,0.699,1,0.482,0.654,0.89,cura_casa,11.4,15,2,0,3206.94
CN005111,67,1,0.2,Conad,negozio,0,1,17.44,20.91,2,62,0.348,0,0.584,0.368,0.426,cura_persona,15.9,7,6,1,253.01
CN005112,76,11,0.2,Conad Superstore,negozio,1,13,26.52,317.99,11,9,0.554,0,0.747,0.643,0.801,dispensa,3.6,17,8,0,11902.42
CN005113,19,2,7.1,Conad Superstore,negozio,1,5,33.72,167.26,3,8,0.502,2,0.563,0.594,0.723,dispensa,23.6,9,2,1,1355.74
CN005114,42,0,0.2,Conad City,negozio,0,1,29.09,32.41,1,36,0.281,0,0.526,0.296,0.35,pescheria,20.4,20,2,1,549.16
CN005115,18,0,0.3,Conad,misto,1,5,44.46,203.57,8,7,0.184,0,0.734,0.206,0.144,cura_persona,22.5,17,7,0,4586.46
CN005116,58,6,5.2,Conad,online,1,4,21.3,91.37,2,13,0.282,0,0.688,0.113,0.192,ortofrutta,7.7,25,9,0,1288.71
CN005117,38,0,1.2,Conad City,negozio,1,3,28.09,98.79,1,8,0.624,1,0.627,0.723,0.837,cura_casa,10.2,8,3,1,1687.98
CN005118,41,4,2.7,Conad,online,0,2,25.37,40.38,1,5,0.419,0,0.598,0.392,0.596,pescheria,20.4,18,0,0,1032.74
CN005119,65,10,4.0,Conad City,negozio,0,9,13.37,131.56,4,14,0.128,0,0.421,0.15,0.066,surgelati,5.4,5,0,0,3426.06
CN005120,28,0,1.5,Conad City,negozio,0,1,31.39,38.64,3,39,0.464,0,0.444,0.593,0.668,dispensa,12.5,22,0,1,422.16
CN005121,24,1,2.3,Conad Superstore,negozio,1,1,39.47,41.0,1,13,0.126,0,0.741,0.078,0.067,ortofrutta,15.1,23,4,0,1189.72
CN005122,18,0,0.8,Conad,negozio,0,1,5.0,5.0,5,48,0.174,0,0.561,0.356,0.265,ortofrutta,25.1,28,9,1,383.47
CN005123,67,9,0.3,Conad,negozio,0,1,23.09,22.9,4,11,0.421,0,0.593,0.459,0.595,gastronomia,19.0,27,6,0,1779.27
CN005124,64,8,1.0,Conad,negozio,0,6,23.56,120.33,2,8,0.923,2,0.603,0.81,0.905,dispensa,15.3,27,10,1,2345.75
CN005125,44,0,11.4,Conad,negozio,0,4,20.41,95.57,6,32,0.508,0,0.586,0.542,0.852,bio_benessere,18.7,15,5,0,1143.15
CN005126,29,0,1.0,Conad,negozio,0,2,40.55,77.85,5,28,0.323,1,0.657,0.256,0.41,bio_benessere,10.0,10,4,1,1275.23
CN005127,61,3,2.5,Conad City,negozio,0,5,24.74,136.07,6,19,0.389,0,0.6,0.445,0.597,cura_casa,12.0,18,8,1,2152.77
CN005128,89,11,1.9,Conad Superstore,negozio,0,3,46.89,158.75,4,12,0.443,0,0.785,0.613,0.769,cura_casa,23.2,27,10,0,3410.77
CN005129,44,6,7.8,Conad,misto,1,5,21.06,102.19,5,9,0.642,2,0.681,0.714,0.858,gastronomia,11.7,5,6,1,1988.61
CN005130,30,0,0.2,Conad,negozio,1,3,26.51,74.96,1,20,0.316,0,0.587,0.448,0.427,macelleria,21.6,7,2,0,1043.4
CN005131,67,8,1.2,Conad,negozio,0,4,18.83,79.92,2,13,0.344,0,0.553,0.299,0.451,cura_casa,14.4,1,6,0,1642.59
CN005132,31,2,14.9,Conad Superstore,negozio,1,6,43.7,311.99,6,11,0.233,0,0.737,0.246,0.32,bio_benessere,22.0,12,9,1,3735.66
CN005133,42,5,1.7,Conad City,online,1,9,23.04,218.29,6,6,0.516,0,0.723,0.593,0.737,cura_persona,3.9,18,3,0,5737.09
CN005134,18,0,4.4,Conad Superstore,negozio,0,2,16.08,29.03,3,31,0.551,1,0.577,0.529,0.786,cura_casa,8.4,21,0,1,521.04
CN005135,43,7,0.7,Conad City,negozio,1,8,25.07,189.25,4,5,0.068,0,0.484,0.149,0.024,bio_benessere,30.0,21,2,0,2520.53
CN005136,29,4,10.5,Conad City,misto,1,6,18.3,120.83,3,4,0.263,0,0.566,0.324,0.371,macelleria,13.0,4,5,0,2133.52
CN005137,67,13,2.2,Conad Superstore,negozio,0,11,40.0,454.5,11,3,0.319,0,0.684,0.193,0.134,pescheria,8.6,28,6,0,13038.49
CN005138,33,1,0.7,Conad City,misto,0,4,24.85,90.2,1,20,0.368,0,0.656,0.437,0.546,macelleria,11.1,25,10,0,1293.21
CN005139,60,2,0.2,Conad,negozio,0,4,17.72,79.46,2,32,0.163,0,0.66,0.111,0.13,cura_persona,11.3,11,3,1,701.87
CN005140,46,0,0.8,Conad,negozio,1,2,25.92,50.5,2,28,0.193,0,0.557,0.216,0.3,bio_benessere,16.6,13,3,1,927.29
CN005141,50,3,0.7,Conad,negozio,0,2,16.3,33.93,3,52,0.561,0,0.56,0.518,0.76,cura_persona,15.5,6,10,1,324.02
CN005142,56,3,4.3,Conad Superstore,negozio,1,3,5.0,13.14,1,14,0.33,2,0.414,0.354,0.42,surgelati,11.6,2,3,1,425.54
CN005143,47,5,4.0,Conad,misto,0,5,14.36,73.79,1,6,0.292,1,0.648,0.342,0.409,pescheria,12.4,28,8,1,1040.73
CN005144,38,5,3.5,Conad City,misto,1,9,32.45,270.55,11,5,0.541,1,0.82,0.502,0.656,pescheria,15.1,3,8,0,7242.64
CN005145,36,0,6.8,Conad City,negozio,1,1,5.0,5.0,3,42,0.573,0,0.434,0.653,0.909,dispensa,10.4,9,2,1,289.47
CN005146,56,2,7.6,Conad Superstore,negozio,1,4,36.01,139.67,4,13,0.28,0,0.654,0.229,0.347,macelleria,5.3,19,4,0,1829.08
CN005147,19,0,5.7,Conad Superstore,misto,1,3,53.06,146.86,6,13,0.279,0,0.835,0.353,0.31,ortofrutta,18.4,23,2,1,2687.25
CN005148,73,3,0.9,Conad City,negozio,1,1,8.16,8.57,2,18,0.25,0,0.461,0.36,0.292,dispensa,21.1,17,4,0,632.7
CN005149,50,8,4.7,Conad,negozio,0,4,26.46,99.2,4,7,0.603,0,0.677,0.555,0.8,dispensa,16.2,14,7,0,1928.05
CN005150,43,5,3.6,Conad,negozio,0,5,13.24,67.84,2,9,0.31,0,0.445,0.363,0.47,cura_casa,16.0,13,5,0,1148.88
CN005151,52,4,0.4,Conad Superstore,negozio,0,1,52.66,53.98,1,13,0.279,0,0.705,0.305,0.368,ortofrutta,23.4,21,6,0,1905.53
CN005152,39,1,4.3,Conad,negozio,0,6,22.31,141.6,3,13,0.439,0,0.646,0.534,0.615,ortofrutta,15.7,2,8,1,1868.05
CN005153,45,7,2.7,Conad Superstore,online,1,8,36.91,277.21,7,9,0.716,0,0.644,0.775,0.853,surgelati,19.8,3,1,0,5318.73
CN005154,31,3,1.6,Conad City,misto,0,3,45.18,125.19,4,16,0.46,0,0.609,0.365,0.556,pescheria,19.9,20,5,0,2898.95
CN005155,54,2,0.4,Conad,negozio,0,4,32.22,126.08,4,17,0.231,1,0.658,0.38,0.315,cura_persona,10.3,8,0,0,1945.15
CN005156,47,9,3.0,Conad,negozio,1,7,19.29,149.26,2,10,0.712,0,0.617,0.771,0.871,cura_casa,19.6,20,4,0,3030.87
CN005157,51,6,1.0,Conad City,misto,0,4,10.56,39.73,5,16,0.639,0,0.539,0.745,0.955,dispensa,15.8,8,7,1,1848.54
CN005158,70,8,1.5,Conad,negozio,1,3,28.6,95.83,1,41,0.62,1,0.682,0.738,0.84,macelleria,22.9,26,1,0,1195.45
CN005159,36,0,0.2,Conad Superstore,online,0,5,25.12,121.66,1,21,0.255,0,0.615,0.257,0.289,pescheria,14.0,18,5,0,1254.57
CN005160,46,2,3.0,Conad Superstore,negozio,0,6,11.58,64.69,1,17,0.218,0,0.544,0.304,0.285,ortofrutta,11.7,28,6,0,913.34
CN005161,23,0,0.9,Conad City,online,1,9,25.18,241.14,6,4,0.071,0,0.549,0.188,0.112,macelleria,10.8,1,3,0,4070.0
CN005162,56,7,2.5,Conad,negozio,1,2,6.87,12.78,1,42,0.572,0,0.454,0.59,0.859,surgelati,19.2,14,1,0,640.8
CN005163,48,6,3.0,Conad,negozio,1,6,51.55,280.56,7,3,0.365,0,0.767,0.473,0.49,gastronomia,26.2,13,5,0,7381.5
CN005164,48,4,2.3,Conad City,negozio,1,3,22.22,69.99,5,7,0.184,0,0.568,0.007,0.151,cura_casa,17.0,12,10,1,2203.37
CN005165,46,3,14.7,Conad City,negozio,0,2,5.0,10.79,2,20,0.589,0,0.509,0.65,0.835,dispensa,17.5,5,6,1,536.63
CN005166,39,1,4.6,Conad City,misto,0,3,11.33,32.33,3,11,0.257,0,0.46,0.331,0.389,dispensa,24.2,16,0,0,923.01
CN005167,85,8,4.3,Conad Superstore,negozio,0,1,7.83,7.8,3,15,0.402,0,0.522,0.44,0.603,cura_persona,7.3,17,0,0,721.13
CN005168,49,0,0.8,Conad,negozio,1,1,6.58,5.85,1,46,0.105,0,0.541,0.051,0.138,macelleria,16.1,17,6,1,276.1
CN005169,52,8,5.7,Conad City,online,1,7,30.82,186.1,8,7,0.442,0,0.538,0.55,0.589,ortofrutta,21.6,5,5,0,5019.38
CN005170,31,4,4.2,Conad,misto,1,5,63.5,281.37,8,3,0.464,0,0.805,0.565,0.618,pescheria,14.0,10,5,0,7299.71
CN005171,61,2,8.2,Conad City,negozio,0,3,29.24,86.41,2,23,0.418,0,0.549,0.517,0.465,cura_casa,12.6,28,9,0,733.48
CN005172,46,0,1.2,Conad Superstore,negozio,0,1,26.51,22.1,3,24,0.302,0,0.752,0.366,0.405,ortofrutta,15.0,21,9,1,954.03
CN005173,55,4,0.2,Conad,negozio,1,6,22.21,144.8,5,13,0.878,3,0.53,0.836,0.966,cura_casa,17.9,15,1,0,2424.05
CN005174,62,4,3.4,Conad,negozio,0,2,20.95,40.63,1,12,0.128,0,0.579,0.219,0.177,gastronomia,18.9,27,5,1,686.05
CN005175,46,8,0.7,Conad,negozio,0,11,52.83,678.54,13,12,0.184,0,0.769,0.256,0.242,macelleria,19.3,13,3,0,15814.08
CN005176,38,2,1.0,Conad City,negozio,0,1,17.34,17.01,5,37,0.445,0,0.57,0.628,0.699,cura_persona,9.7,19,5,0,533.68
CN005177,18,0,0.5,Conad,negozio,1,6,39.28,212.12,6,32,0.124,0,0.819,0.146,0.096,macelleria,10.8,12,0,1,3164.72
CN005178,42,3,5.0,Conad City,negozio,0,4,29.43,148.14,7,22,0.264,0,0.69,0.195,0.303,dispensa,19.1,24,3,0,2564.22
CN005179,38,0,1.1,Conad City,negozio,0,1,5.0,5.0,1,94,0.602,0,0.401,0.604,0.83,surgelati,10.4,22,0,1,129.49
CN005180,31,0,3.1,Conad City,misto,1,2,15.64,30.84,5,27,0.48,0,0.39,0.508,0.719,cura_persona,23.4,22,6,1,1065.48
CN005181,70,11,1.2,Conad City,negozio,0,4,21.35,83.7,6,8,0.436,0,0.395,0.491,0.722,dispensa,10.4,17,5,0,1633.96
CN005182,63,10,5.2,Conad,negozio,0,1,24.74,23.62,1,5,0.393,0,0.603,0.478,0.521,ortofrutta,17.1,23,10,0,1402.81
CN005183,21,7,0.3,Conad City,online,1,5,26.43,123.91,1,10,0.137,0,0.507,0.358,0.328,gastronomia,20.9,2,2,0,1425.39
CN005184,50,5,1.9,Conad City,negozio,0,2,49.9,97.78,10,11,0.352,0,0.861,0.321,0.431,cura_casa,15.9,4,0,0,5018.01
CN005185,36,0,1.6,Conad City,negozio,0,2,6.59,13.74,1,81,0.317,0,0.524,0.319,0.56,bio_benessere,13.7,16,10,1,157.48
CN005186,54,3,5.9,Conad City,negozio,0,3,9.58,27.19,2,24,0.594,0,0.456,0.536,0.831,cura_casa,16.8,19,8,1,519.68
CN005187,36,4,17.4,Conad City,misto,0,4,24.1,109.24,5,5,0.381,1,0.566,0.564,0.493,cura_casa,9.5,23,10,0,1360.81
CN005188,40,8,1.5,Conad City,misto,0,12,17.54,200.09,8,2,0.198,0,0.49,0.237,0.203,bio_benessere,24.9,12,4,0,6496.72
CN005189,62,14,3.0,Conad Superstore,negozio,1,9,30.96,263.84,3,9,0.567,0,0.645,0.541,0.719,surgelati,14.3,16,9,0,6632.41
CN005190,60,6,2.3,Conad City,negozio,0,1,9.02,9.27,1,6,0.149,0,0.622,0.091,0.125,bio_benessere,8.1,5,8,0,864.22
CN005191,71,4,1.0,Conad,negozio,0,6,19.81,123.85,2,33,0.292,0,0.572,0.355,0.418,macelleria,24.1,11,2,0,1391.52
CN005192,45,4,5.8,Conad Superstore,negozio,0,2,35.48,74.05,4,13,0.168,0,0.627,0.19,0.187,pescheria,12.6,11,5,0,1562.85
CN005193,26,1,1.8,Conad Superstore,online,0,6,38.05,231.23,2,14,0.243,0,0.808,0.125,0.171,gastronomia,7.7,4,6,1,2839.72
CN005194,62,15,2.2,Conad,negozio,1,3,28.88,76.08,4,2,0.792,1,0.504,0.799,0.965,ortofrutta,6.1,28,9,0,3435.42
CN005195,62,9,0.9,Conad City,negozio,1,3,29.6,83.36,3,17,0.156,0,0.693,0.181,0.162,cura_persona,14.1,8,4,0,2757.82
CN005196,57,4,1.1,Conad,negozio,0,5,38.6,198.19,3,16,0.214,0,0.659,0.201,0.229,gastronomia,15.2,20,7,0,1885.71
CN005197,37,5,0.5,Conad,negozio,1,8,29.15,209.82,6,15,0.44,1,0.522,0.425,0.723,bio_benessere,1.1,10,2,0,3877.08
CN005198,32,4,4.0,Conad,misto,1,7,19.3,155.11,1,8,0.156,0,0.49,0.34,0.329,surgelati,10.8,18,0,0,2046.33
CN005199,56,9,2.3,Conad,negozio,1,6,25.83,178.39,3,12,0.351,0,0.531,0.41,0.63,cura_casa,12.3,20,9,0,2962.32
CN005200,35,1,3.6,Conad Superstore,negozio,0,3,25.28,67.19,4,11,0.66,0,0.71,0.652,0.881,ortofrutta,14.8,24,1,0,1376.56
CN005201,43,3,2.0,Conad,negozio,0,1,26.75,24.83,4,51,0.486,0,0.657,0.527,0.747,pescheria,19.8,8,6,1,346.97
CN005202,90,16,0.5,Conad City,misto,1,8,24.83,188.84,5,10,0.184,0,0.343,0.228,0.307,cura_persona,10.4,8,4,0,6017.75
CN005203,80,5,1.3,Conad Superstore,negozio,0,3,25.18,65.53,1,89,0.279,0,0.665,0.449,0.398,surgelati,17.9,12,3,1,277.35
CN005204,60,11,0.7,Conad,online,0,11,10.63,108.42,6,4,0.513,0,0.352,0.5,0.738,surgelati,8.9,22,8,0,4125.16
CN005205,38,0,2.4,Conad Superstore,negozio,0,3,15.51,49.92,2,95,0.354,0,0.466,0.492,0.584,dispensa,15.0,20,0,1,186.97
CN005206,37,1,0.3,Conad,misto,1,5,18.55,103.18,2,29,0.386,0,0.598,0.398,0.51,surgelati,24.8,18,10,1,1144.56
CN005207,59,9,4.5,Conad City,negozio,0,5,5.0,24.65,2,2,0.437,0,0.41,0.433,0.653,pescheria,17.5,11,1,0,1397.02
CN005208,70,7,2.4,Conad City,negozio,0,7,11.11,71.31,4,11,0.373,0,0.48,0.423,0.6,surgelati,13.4,15,3,0,2087.91
CN005209,40,0,0.2,Conad,negozio,0,1,21.33,20.61,2,62,0.399,0,0.635,0.486,0.524,macelleria,11.1,26,5,1,368.16
CN005210,41,4,0.5,Conad Superstore,misto,1,2,19.48,37.89,7,7,0.272,0,0.695,0.257,0.261,ortofrutta,13.4,4,6,0,3463.2
CN005211,49,1,0.2,Conad Superstore,misto,1,2,31.12,62.23,5,10,0.611,0,0.653,0.513,0.804,gastronomia,19.0,8,0,0,2052.55
CN005212,27,2,14.8,Conad,negozio,0,1,32.12,30.12,3,16,0.392,1,0.589,0.486,0.605,pescheria,16.9,18,0,1,822.55
CN005213,28,0,8.1,Conad,negozio,1,2,18.86,37.45,1,34,0.058,0,0.614,0.068,0.064,surgelati,4.1,25,1,1,389.12
CN005214,30,0,3.0,Conad City,negozio,0,3,5.0,15.6,4,27,0.166,0,0.577,0.262,0.277,bio_benessere,16.3,22,10,1,704.71
CN005215,56,5,1.6,Conad,misto,0,2,28.73,66.64,3,15,0.309,1,0.71,0.196,0.267,pescheria,19.1,22,4,1,1264.69
CN005216,52,10,3.7,Conad City,misto,0,12,12.78,152.35,9,2,0.266,0,0.553,0.351,0.456,cura_persona,11.4,24,2,0,7366.29
CN005217,65,6,3.3,Conad,negozio,0,3,14.58,48.29,2,18,0.622,0,0.607,0.691,0.801,dispensa,28.0,25,1,0,1157.68
